Time,Displacement,Force,Flexure displacement
"18.2000","1.8180","70.7821","1.8180"
"18.3000","1.8280","72.1556","1.8280"
"18.4000","1.8379","73.5824","1.8379"
"18.5000","1.8479","75.0846","1.8479"
"18.6000","1.8580","76.5867","1.8580"
"18.7000","1.8680","78.0558","1.8680"
"18.8000","1.8780","79.5474","1.8780"
"18.9000","1.8880","81.0627","1.8880"
"19.0000","1.8979","82.4907","1.8979"
"19.1000","1.9080","84.0188","1.9080"
"19.2000","1.9180","85.5372","1.9180"
"19.3000","1.9280","86.9967","1.9280"
"19.4000","1.9380","88.5093","1.9380"
"19.5000","1.9479","90.0415","1.9479"
"19.6000","1.9579","91.5648","1.9579"
"19.7000","1.9680","93.1993","1.9680"
"19.8000","1.9780","94.8770","1.9780"
"19.9000","1.9880","96.5770","1.9880"
"20.0000","1.9980","98.2576","1.9980"
"20.1000","2.0079","100.0024","2.0079"
"20.2000","2.0180","101.7625","2.0180"
"20.3000","2.0280","103.5163","2.0280"
"20.4000","2.0380","105.2594","2.0380"
"20.5000","2.0480","107.0433","2.0480"
"20.6000","2.0579","108.7631","2.0579"
"20.7000","2.0679","110.5565","2.0679"
"20.8000","2.0780","112.3005","2.0780"
"20.9000","2.0880","114.1248","2.0880"
"21.0000","2.0980","115.8746","2.0980"
"21.1000","2.1079","117.6849","2.1079"
"21.2000","2.1179","119.4475","2.1179"
"21.3000","2.1280","121.2887","2.1280"
"21.4000","2.1380","123.0654","2.1380"
"21.5000","2.1480","124.8639","2.1480"
"21.6000","2.1580","126.6104","2.1580"
"21.7000","2.1679","128.4247","2.1679"
"21.8000","2.1780","130.2115","2.1780"
"21.9000","2.1880","131.9779","2.1880"
"22.0000","2.1980","133.7934","2.1980"
"22.1000","2.2080","135.6274","2.2080"
"22.2000","2.2179","137.3836","2.2179"
"22.3000","2.2279","139.2190","2.2279"
"22.4000","2.2380","141.0498","2.2380"
"22.5000","2.2480","142.8601","2.2480"
"22.6000","2.2580","144.6548","2.2580"
"22.7000","2.2679","146.4595","2.2679"
"22.8000","2.2779","148.2300","2.2779"
"22.9000","2.2880","150.1113","2.2880"
"23.0000","2.2980","151.9290","2.2980"
"23.1000","2.3080","153.7665","2.3080"
"23.2000","2.3180","155.5857","2.3180"
"23.3000","2.3279","157.4073","2.3279"
"23.4000","2.3379","159.2542","2.3379"
"23.5000","2.3480","161.1132","2.3480"
"23.6000","2.3580","162.9500","2.3580"
"23.7000","2.3680","164.8113","2.3680"
"23.8000","2.3779","166.6451","2.3779"
"23.9000","2.3879","168.5078","2.3879"
"24.0000","2.3980","170.3426","2.3980"
"24.1000","2.4080","172.2103","2.4080"
"24.2000","2.4180","174.0439","2.4180"
"24.3000","2.4279","175.9184","2.4279"
"24.4000","2.4379","177.7624","2.4379"
"24.5000","2.4480","179.5875","2.4480"
"24.6000","2.4580","181.4784","2.4580"
"24.7000","2.4680","183.3352","2.4680"
"24.8000","2.4780","185.1454","2.4780"
"24.9000","2.4879","186.9500","2.4879"
"25.0000","2.4979","188.8191","2.4979"
"25.1000","2.5080","190.6459","2.5080"
"25.2000","2.5180","192.4785","2.5180"
"25.3000","2.5280","194.3410","2.5280"
"25.4000","2.5379","196.1261","2.5379"
"25.5000","2.5479","197.9572","2.5479"
"25.6000","2.5580","199.7331","2.5580"
"25.7000","2.5680","201.5371","2.5680"
"25.8000","2.5780","203.2545","2.5780"
"25.9000","2.5880","204.9741","2.5880"
"26.0000","2.5979","206.6120","2.5979"
"26.1000","2.6080","208.3429","2.6080"
"26.2000","2.6180","210.1250","2.6180"
"26.3000","2.6280","211.9027","2.6280"
"26.4000","2.6380","213.6699","2.6380"
"26.5000","2.6479","215.4610","2.6479"
"26.6000","2.6579","217.2667","2.6579"
"26.7000","2.6680","219.0899","2.6680"
"26.8000","2.6780","220.9179","2.6780"
"26.9000","2.6880","222.7177","2.6880"
"27.0000","2.6979","224.4580","2.6979"
"27.1000","2.7079","226.3221","2.7079"
"27.2000","2.7180","228.1335","2.7180"
"27.3000","2.7280","229.9026","2.7280"
"27.4000","2.7380","231.6928","2.7380"
"27.5000","2.7480","233.5012","2.7480"
"27.6000","2.7579","235.2587","2.7579"
"27.7000","2.7679","237.0573","2.7679"
"27.8000","2.7780","238.8718","2.7780"
"27.9000","2.7880","240.6822","2.7880"
"28.0000","2.7980","242.4219","2.7980"
"28.1000","2.8079","244.2038","2.8079"
"28.2000","2.8179","245.9797","2.8179"
"28.3000","2.8280","247.8136","2.8280"
"28.4000","2.8380","249.6246","2.8380"
"28.5000","2.8480","251.3836","2.8480"
"28.6000","2.8580","253.1212","2.8580"
"28.7000","2.8679","254.9275","2.8679"
"28.8000","2.8779","256.7356","2.8779"
"28.9000","2.8880","258.5405","2.8880"
"29.0000","2.8980","260.3387","2.8980"
"29.1000","2.9080","262.1367","2.9080"
"29.2000","2.9179","263.9067","2.9179"
"29.3000","2.9279","265.6451","2.9279"
"29.4000","2.9380","267.4355","2.9380"
"29.5000","2.9480","269.2906","2.9480"
"29.6000","2.9580","271.0953","2.9580"
"29.7000","2.9680","272.8470","2.9680"
"29.8000","2.9779","274.5966","2.9779"
"29.9000","2.9879","276.3859","2.9879"
"30.0000","2.9980","278.1340","2.9980"
"30.1000","3.0080","280.0125","3.0080"
"30.2000","3.0180","281.7887","3.0180"
"30.3000","3.0279","283.5372","3.0279"
"30.4000","3.0379","285.3428","3.0379"
"30.5000","3.0480","287.1896","3.0480"
"30.6000","3.0580","288.9459","3.0580"
"30.7000","3.0680","290.7468","3.0680"
"30.8000","3.0779","292.5597","3.0779"
"30.9000","3.0879","294.3606","3.0879"
"31.0000","3.0980","296.1767","3.0980"
"31.1000","3.1080","298.0381","3.1080"
"31.2000","3.1180","299.7962","3.1180"
"31.3000","3.1280","301.5991","3.1280"
"31.4000","3.1379","303.3415","3.1379"
"31.5000","3.1479","305.1927","3.1479"
"31.6000","3.1580","306.9773","3.1580"
"31.7000","3.1680","308.7917","3.1680"
"31.8000","3.1780","310.6138","3.1780"
"31.9000","3.1879","312.3959","3.1879"
"32.0000","3.1979","314.1915","3.1979"
"32.1000","3.2080","316.0299","3.2080"
"32.2000","3.2180","317.8357","3.2180"
"32.3000","3.2280","319.6884","3.2280"
"32.4000","3.2379","321.5126","3.2379"
"32.5000","3.2479","323.3057","3.2479"
"32.6000","3.2580","325.1048","3.2580"
"32.7000","3.2680","326.9134","3.2680"
"32.8000","3.2780","328.7305","3.2780"
"32.9000","3.2880","330.5377","3.2880"
"33.0000","3.2979","332.2485","3.2979"
"33.1000","3.3079","334.1004","3.3079"
"33.2000","3.3180","335.8971","3.3180"
"33.3000","3.3280","337.6868","3.3280"
"33.4000","3.3380","339.4688","3.3380"
"33.5000","3.3479","341.2764","3.3479"
"33.6000","3.3579","343.0730","3.3579"
"33.7000","3.3680","344.9076","3.3680"
"33.8000","3.3780","346.7188","3.3780"
"33.9000","3.3880","348.5612","3.3880"
"34.0000","3.3980","350.3166","3.3980"
"34.1000","3.4079","352.0841","3.4079"
"34.2000","3.4179","353.9146","3.4179"
"34.3000","3.4280","355.7097","3.4280"
"34.4000","3.4380","357.5130","3.4380"
"34.5000","3.4480","359.3516","3.4480"
"34.6000","3.4579","361.1304","3.4579"
"34.7000","3.4679","362.8987","3.4679"
"34.8000","3.4780","364.7155","3.4780"
"34.9000","3.4880","366.5523","3.4880"
"35.0000","3.4980","368.3269","3.4980"
"35.1000","3.5079","370.0999","3.5079"
"35.2000","3.5179","371.9513","3.5179"
"35.3000","3.5279","373.8282","3.5279"
"35.4000","3.5380","375.5875","3.5380"
"35.5000","3.5480","377.4346","3.5480"
"35.6000","3.5580","379.2045","3.5580"
"35.7000","3.5679","380.9914","3.5679"
"35.8000","3.5779","382.7926","3.5779"
"35.9000","3.5880","384.6811","3.5880"
"36.0000","3.5980","386.4556","3.5980"
"36.1000","3.6080","388.3135","3.6080"
"36.2000","3.6179","390.1300","3.6179"
"36.3000","3.6279","391.9174","3.6279"
"36.4000","3.6380","393.7305","3.6380"
"36.5000","3.6480","395.5114","3.6480"
"36.6000","3.6580","397.3521","3.6580"
"36.7000","3.6680","399.1891","3.6680"
"36.8000","3.6779","400.9607","3.6779"
"36.9000","3.6879","402.7680","3.6879"
"37.0000","3.6980","404.5930","3.6980"
"37.1000","3.7080","406.4553","3.7080"
"37.2000","3.7180","408.2794","3.7180"
"37.3000","3.7279","410.1015","3.7279"
"37.4000","3.7379","411.8927","3.7379"
"37.5000","3.7480","413.7307","3.7480"
"37.6000","3.7580","415.5313","3.7580"
"37.7000","3.7680","417.3517","3.7680"
"37.8000","3.7779","419.1573","3.7779"
"37.9000","3.7879","420.9721","3.7879"
"38.0000","3.7979","422.7468","3.7979"
"38.1000","3.8080","424.6007","3.8080"
"38.2000","3.8180","426.4279","3.8180"
"38.3000","3.8280","428.2413","3.8280"
"38.4000","3.8379","430.0327","3.8379"
"38.5000","3.8479","431.8670","3.8479"
"38.6000","3.8580","433.6459","3.8580"
"38.7000","3.8680","435.4930","3.8680"
"38.8000","3.8780","437.3466","3.8780"
"38.9000","3.8879","439.1270","3.8879"
"39.0000","3.8979","440.9760","3.8979"
"39.1000","3.9080","442.8421","3.9080"
"39.2000","3.9180","444.6632","3.9180"
"39.3000","3.9280","446.4499","3.9280"
"39.4000","3.9380","448.2656","3.9380"
"39.5000","3.9479","450.0612","3.9479"
"39.6000","3.9580","451.8757","3.9580"
"39.7000","3.9680","453.7130","3.9680"
"39.8000","3.9780","455.5132","3.9780"
"39.9000","3.9880","457.3564","3.9880"
"40.0000","3.9979","459.1969","3.9979"
"40.1000","4.0079","461.0740","4.0079"
"40.2000","4.0180","462.8705","4.0180"
"40.3000","4.0280","464.6935","4.0280"
"40.4000","4.0380","466.5209","4.0380"
"40.5000","4.0480","468.3303","4.0480"
"40.6000","4.0579","470.1252","4.0579"
"40.7000","4.0680","471.9907","4.0680"
"40.8000","4.0780","473.7412","4.0780"
"40.9000","4.0880","475.5763","4.0880"
"41.0000","4.0980","477.4218","4.0980"
"41.1000","4.1079","479.2436","4.1079"
"41.2000","4.1179","481.0683","4.1179"
"41.3000","4.1280","482.9147","4.1280"
"41.4000","4.1380","484.7088","4.1380"
"41.5000","4.1480","486.5260","4.1480"
"41.6000","4.1579","488.3270","4.1579"
"41.7000","4.1679","490.1585","4.1679"
"41.8000","4.1780","492.0112","4.1780"
"41.9000","4.1880","493.8412","4.1880"
"42.0000","4.1980","495.6742","4.1980"
"42.1000","4.2080","497.4960","4.2080"
"42.2000","4.2179","499.3074","4.2179"
"42.3000","4.2279","501.1672","4.2279"
"42.4000","4.2380","503.0167","4.2380"
"42.5000","4.2480","504.8774","4.2480"
"42.6000","4.2580","506.6273","4.2580"
"42.7000","4.2679","508.4167","4.2679"
"42.8000","4.2779","510.2480","4.2779"
"42.9000","4.2880","512.0361","4.2880"
"43.0000","4.2980","513.8799","4.2980"
"43.1000","4.3080","515.7402","4.3080"
"43.2000","4.3179","517.5384","4.3179"
"43.3000","4.3279","519.3666","4.3279"
"43.4000","4.3379","521.1956","4.3379"
"43.5000","4.3480","523.0712","4.3480"
"43.6000","4.3580","524.8570","4.3580"
"43.7000","4.3680","526.6845","4.3680"
"43.8000","4.3779","528.5021","4.3779"
"43.9000","4.3879","530.3272","4.3879"
"44.0000","4.3980","532.1375","4.3980"
"44.1000","4.4080","533.9813","4.4080"
"44.2000","4.4180","535.7741","4.4180"
"44.3000","4.4279","537.5652","4.4279"
"44.4000","4.4379","539.3780","4.4379"
"44.5000","4.4480","541.2819","4.4480"
"44.6000","4.4580","543.0748","4.4580"
"44.7000","4.4680","544.8953","4.4680"
"44.8000","4.4779","546.7183","4.4779"
"44.9000","4.4879","548.4998","4.4879"
"45.0000","4.4979","550.3347","4.4979"
"45.1000","4.5080","552.1906","4.5080"
"45.2000","4.5180","553.9807","4.5180"
"45.3000","4.5280","555.8207","4.5280"
"45.4000","4.5379","557.6078","4.5379"
"45.5000","4.5479","559.4720","4.5479"
"45.6000","4.5580","561.3370","4.5580"
"45.7000","4.5680","563.1646","4.5680"
"45.8000","4.5780","564.9636","4.5780"
"45.9000","4.5879","566.7637","4.5879"
"46.0000","4.5979","568.5489","4.5979"
"46.1000","4.6080","570.4495","4.6080"
"46.2000","4.6180","572.2736","4.6180"
"46.3000","4.6280","574.1217","4.6280"
"46.4000","4.6380","575.9590","4.6380"
"46.5000","4.6479","577.7831","4.6479"
"46.6000","4.6579","579.6080","4.6579"
"46.7000","4.6680","581.4619","4.6680"
"46.8000","4.6780","583.2903","4.6780"
"46.9000","4.6880","585.1824","4.6880"
"47.0000","4.6979","586.9760","4.6979"
"47.1000","4.7079","588.8064","4.7079"
"47.2000","4.7180","590.6573","4.7180"
"47.3000","4.7280","592.4852","4.7280"
"47.4000","4.7380","594.2980","4.7380"
"47.5000","4.7480","596.1599","4.7480"
"47.6000","4.7579","597.9687","4.7579"
"47.7000","4.7679","599.7839","4.7679"
"47.8000","4.7780","601.6632","4.7780"
"47.9000","4.7880","603.5054","4.7880"
"48.0000","4.7980","605.3229","4.7980"
"48.1000","4.8079","607.1342","4.8079"
"48.2000","4.8179","608.9811","4.8179"
"48.3000","4.8280","610.8305","4.8280"
"48.4000","4.8380","612.5915","4.8380"
"48.5000","4.8480","614.4246","4.8480"
"48.6000","4.8580","616.2498","4.8580"
"48.7000","4.8679","618.0523","4.8679"
"48.8000","4.8780","619.9041","4.8780"
"48.9000","4.8880","621.7529","4.8880"
"49.0000","4.8980","623.6002","4.8980"
"49.1000","4.9080","625.3885","4.9080"
"49.2000","4.9179","627.2180","4.9179"
"49.3000","4.9279","629.0402","4.9279"
"49.4000","4.9380","630.8486","4.9380"
"49.5000","4.9480","632.6445","4.9480"
"49.6000","4.9580","634.4680","4.9580"
"49.7000","4.9679","636.2523","4.9679"
"49.8000","4.9779","638.1121","4.9779"
"49.9000","4.9880","639.9937","4.9880"
"50.0000","4.9980","641.8229","4.9980"
"50.1000","5.0080","643.7214","5.0080"
"50.2000","5.0180","645.5616","5.0180"
"50.3000","5.0279","647.3022","5.0279"
"50.4000","5.0380","649.1349","5.0380"
"50.5000","5.0480","650.9429","5.0480"
"50.6000","5.0580","652.7560","5.0580"
"50.7000","5.0680","654.6456","5.0680"
"50.8000","5.0779","656.4298","5.0779"
"50.9000","5.0879","658.2125","5.0879"
"51.0000","5.0980","660.0507","5.0980"
"51.1000","5.1080","661.9133","5.1080"
"51.2000","5.1180","663.7105","5.1180"
"51.3000","5.1279","665.5736","5.1279"
"51.4000","5.1379","667.3644","5.1379"
"51.5000","5.1480","669.2495","5.1480"
"51.6000","5.1580","671.0698","5.1580"
"51.7000","5.1680","672.9111","5.1680"
"51.8000","5.1780","674.7071","5.1780"
"51.9000","5.1879","676.5577","5.1879"
"52.0000","5.1979","678.4570","5.1979"
"52.1000","5.2080","680.3114","5.2080"
"52.2000","5.2180","682.1245","5.2180"
"52.3000","5.2280","683.9595","5.2280"
"52.4000","5.2379","685.7675","5.2379"
"52.5000","5.2479","687.6335","5.2479"
"52.6000","5.2580","689.4088","5.2580"
"52.7000","5.2680","691.2693","5.2680"
"52.8000","5.2780","693.0825","5.2780"
"52.9000","5.2880","694.8982","5.2880"
"53.0000","5.2979","696.7363","5.2979"
"53.1000","5.3080","698.5889","5.3080"
"53.2000","5.3180","700.3148","5.3180"
"53.3000","5.3280","702.1815","5.3280"
"53.4000","5.3380","704.0175","5.3380"
"53.5000","5.3479","705.8014","5.3479"
"53.6000","5.3579","707.6324","5.3579"
"53.7000","5.3680","709.5109","5.3680"
"53.8000","5.3780","711.2781","5.3780"
"53.9000","5.3880","713.0855","5.3880"
"54.0000","5.3979","714.8488","5.3979"
"54.1000","5.4079","716.6703","5.4079"
"54.2000","5.4180","718.5327","5.4180"
"54.3000","5.4280","720.3853","5.4280"
"54.4000","5.4380","722.2056","5.4380"
"54.5000","5.4480","724.0261","5.4480"
"54.6000","5.4579","725.7842","5.4579"
"54.7000","5.4679","727.6366","5.4679"
"54.8000","5.4780","729.4704","5.4780"
"54.9000","5.4880","731.3086","5.4880"
"55.0000","5.4980","733.1213","5.4980"
"55.1000","5.5079","734.9136","5.5079"
"55.2000","5.5179","736.6890","5.5179"
"55.3000","5.5280","738.5130","5.5280"
"55.4000","5.5380","740.3143","5.5380"
"55.5000","5.5480","742.1463","5.5480"
"55.6000","5.5580","743.9430","5.5580"
"55.7000","5.5679","745.7194","5.5679"
"55.8000","5.5780","747.5555","5.5780"
"55.9000","5.5880","749.3939","5.5880"
"56.0000","5.5980","751.2194","5.5980"
"56.1000","5.6080","753.0692","5.6080"
"56.2000","5.6179","754.8448","5.6179"
"56.3000","5.6279","756.6689","5.6279"
"56.4000","5.6380","758.5184","5.6380"
"56.5000","5.6480","760.3332","5.6480"
"56.6000","5.6580","762.2192","5.6580"
"56.7000","5.6680","764.0593","5.6680"
"56.8000","5.6779","765.8717","5.6779"
"56.9000","5.6880","767.7458","5.6880"
"57.0000","5.6980","769.5568","5.6980"
"57.1000","5.7080","771.3551","5.7080"
"57.2000","5.7180","773.1658","5.7180"
"57.3000","5.7279","774.9648","5.7279"
"57.4000","5.7380","776.7774","5.7379"
"57.5000","5.7480","778.6514","5.7480"
"57.6000","5.7580","780.4614","5.7580"
"57.7000","5.7680","782.2642","5.7680"
"57.8000","5.7779","784.0593","5.7779"
"57.9000","5.7879","785.9185","5.7879"
"58.0000","5.7980","787.8002","5.7980"
"58.1000","5.8080","789.6116","5.8080"
"58.2000","5.8180","791.3767","5.8180"
"58.3000","5.8280","793.2164","5.8280"
"58.4000","5.8379","794.9893","5.8379"
"58.5000","5.8480","796.8593","5.8480"
"58.6000","5.8580","798.6581","5.8580"
"58.7000","5.8680","800.4980","5.8680"
"58.8000","5.8780","802.2944","5.8780"
"58.9000","5.8879","804.0970","5.8879"
"59.0000","5.8979","805.8798","5.8979"
"59.1000","5.9080","807.7555","5.9080"
"59.2000","5.9180","809.5509","5.9180"
"59.3000","5.9280","811.3422","5.9280"
"59.4000","5.9379","813.1525","5.9379"
"59.5000","5.9479","815.0038","5.9479"
"59.6000","5.9580","816.7925","5.9580"
"59.7000","5.9680","818.6013","5.9680"
"59.8000","5.9780","820.3800","5.9780"
"59.9000","5.9879","822.1679","5.9879"
"60.0000","5.9979","823.9924","5.9979"
"60.1000","6.0079","825.8719","6.0079"
"60.2000","6.0180","827.7270","6.0180"
"60.3000","6.0280","829.5626","6.0280"
"60.4000","6.0380","831.3898","6.0380"
"60.5000","6.0479","833.1983","6.0479"
"60.6000","6.0579","835.0057","6.0579"
"60.7000","6.0680","836.8758","6.0680"
"60.8000","6.0780","838.6987","6.0780"
"60.9000","6.0880","840.5162","6.0880"
"61.0000","6.0979","842.2753","6.0979"
"61.1000","6.1079","844.0527","6.1079"
"61.2000","6.1179","845.8683","6.1179"
"61.3000","6.1280","847.6322","6.1280"
"61.4000","6.1380","849.4205","6.1380"
"61.5000","6.1480","851.2503","6.1480"
"61.6000","6.1579","853.0524","6.1579"
"61.7000","6.1679","854.8670","6.1679"
"61.8000","6.1780","856.7218","6.1780"
"61.9000","6.1880","858.5551","6.1880"
"62.0000","6.1980","860.3591","6.1980"
"62.1000","6.2079","862.1713","6.2079"
"62.2000","6.2179","864.0012","6.2179"
"62.3000","6.2280","865.8387","6.2280"
"62.4000","6.2380","867.6049","6.2380"
"62.5000","6.2480","869.4550","6.2480"
"62.6000","6.2580","871.2401","6.2580"
"62.7000","6.2679","873.0010","6.2679"
"62.8000","6.2779","874.8145","6.2779"
"62.9000","6.2880","876.6492","6.2880"
"63.0000","6.2980","878.4329","6.2980"
"63.1000","6.3080","880.2697","6.3080"
"63.2000","6.3179","882.0529","6.3179"
