Time,Displacement,Force,Flexure displacement
"20.0000","1.9979","198.9735","1.9979"
"20.1000","2.0080","200.0678","2.0080"
"20.2000","2.0180","201.1586","2.0180"
"20.3000","2.0280","202.2401","2.0280"
"20.4000","2.0379","203.3747","2.0379"
"20.5000","2.0479","204.5078","2.0479"
"20.6000","2.0579","205.6208","2.0579"
"20.7000","2.0680","206.7645","2.0680"
"20.8000","2.0780","207.8541","2.0780"
"20.9000","2.0880","209.0112","2.0880"
"21.0000","2.0979","210.1024","2.0979"
"21.1000","2.1079","211.2299","2.1079"
"21.2000","2.1180","212.3546","2.1180"
"21.3000","2.1280","213.4524","2.1280"
"21.4000","2.1380","214.5640","2.1380"
"21.5000","2.1479","215.6531","2.1479"
"21.6000","2.1579","216.7402","2.1579"
"21.7000","2.1680","217.8775","2.1680"
"21.8000","2.1780","218.9567","2.1780"
"21.9000","2.1880","220.0549","2.1880"
"22.0000","2.1980","221.1564","2.1980"
"22.1000","2.2079","222.2932","2.2079"
"22.2000","2.2179","223.3941","2.2179"
"22.3000","2.2280","224.5301","2.2280"
"22.4000","2.2380","225.5842","2.2380"
"22.5000","2.2480","226.6733","2.2480"
"22.6000","2.2579","227.7749","2.2579"
"22.7000","2.2679","228.8774","2.2679"
"22.8000","2.2780","229.9784","2.2780"
"22.9000","2.2880","231.0950","2.2880"
"23.0000","2.2980","232.2026","2.2980"
"23.1000","2.3080","233.2536","2.3080"
"23.2000","2.3179","234.3290","2.3179"
"23.3000","2.3279","235.4469","2.3279"
"23.4000","2.3380","236.5367","2.3380"
"23.5000","2.3480","237.6267","2.3480"
"23.6000","2.3580","238.7346","2.3580"
"23.7000","2.3679","239.8148","2.3679"
"23.8000","2.3779","240.8930","2.3779"
"23.9000","2.3880","242.0083","2.3880"
"24.0000","2.3980","243.0868","2.3980"
"24.1000","2.4080","244.2006","2.4080"
"24.2000","2.4180","245.2640","2.4180"
"24.3000","2.4279","246.3636","2.4279"
"24.4000","2.4380","247.4782","2.4380"
"24.5000","2.4480","248.5577","2.4480"
"24.6000","2.4580","249.6051","2.4580"
"24.7000","2.4680","250.6436","2.4680"
"24.8000","2.4779","251.7227","2.4779"
"24.9000","2.4879","252.8040","2.4879"
"25.0000","2.4980","253.8671","2.4980"
"25.1000","2.5080","254.9829","2.5080"
"25.2000","2.5180","256.0525","2.5180"
"25.3000","2.5279","257.1171","2.5279"
"25.4000","2.5379","258.1890","2.5379"
"25.5000","2.5480","259.2745","2.5480"
"25.6000","2.5580","260.3261","2.5580"
"25.7000","2.5680","261.4100","2.5680"
"25.8000","2.5780","262.5091","2.5780"
"25.9000","2.5879","263.5379","2.5879"
"26.0000","2.5980","264.6194","2.5980"
"26.1000","2.6080","265.6986","2.6080"
"26.2000","2.6180","266.7632","2.6180"
"26.3000","2.6280","267.8260","2.6280"
"26.4000","2.6379","268.8818","2.6379"
"26.5000","2.6479","269.9333","2.6479"
"26.6000","2.6580","271.0190","2.6580"
"26.7000","2.6680","272.0977","2.6680"
"26.8000","2.6780","273.1809","2.6780"
"26.9000","2.6879","274.2311","2.6879"
"27.0000","2.6979","275.2582","2.6979"
"27.1000","2.7080","276.3357","2.7080"
"27.2000","2.7180","277.4717","2.7180"
"27.3000","2.7280","278.5242","2.7280"
"27.4000","2.7380","279.6032","2.7380"
"27.5000","2.7479","280.6571","2.7479"
"27.6000","2.7579","281.7268","2.7579"
"27.7000","2.7680","282.7778","2.7680"
"27.8000","2.7780","283.8068","2.7780"
"27.9000","2.7880","284.9561","2.7880"
"28.0000","2.7979","286.0020","2.7979"
"28.1000","2.8079","287.0625","2.8079"
"28.2000","2.8180","288.1479","2.8180"
"28.3000","2.8280","289.2307","2.8280"
"28.4000","2.8380","290.2827","2.8380"
"28.5000","2.8480","291.3808","2.8480"
"28.6000","2.8579","292.4623","2.8579"
"28.7000","2.8680","293.4977","2.8680"
"28.8000","2.8780","294.5945","2.8780"
"28.9000","2.8880","295.6472","2.8880"
"29.0000","2.8980","296.7413","2.8980"
"29.1000","2.9079","297.8031","2.9079"
"29.2000","2.9179","298.8794","2.9179"
"29.3000","2.9280","299.9754","2.9280"
"29.4000","2.9380","301.0394","2.9380"
"29.5000","2.9480","302.1270","2.9480"
"29.6000","2.9579","303.1753","2.9579"
"29.7000","2.9679","304.2597","2.9679"
"29.8000","2.9780","305.3477","2.9780"
"29.9000","2.9880","306.4269","2.9880"
"30.0000","2.9980","307.5176","2.9980"
"30.1000","3.0079","308.5740","3.0079"
"30.2000","3.0179","309.6140","3.0179"
"30.3000","3.0279","310.6913","3.0279"
"30.4000","3.0380","311.8201","3.0380"
"30.5000","3.0480","312.9200","3.0480"
"30.6000","3.0580","313.9585","3.0580"
"30.7000","3.0680","315.0309","3.0680"
"30.8000","3.0780","316.0758","3.0780"
"30.9000","3.0880","317.1443","3.0880"
"31.0000","3.0980","318.1815","3.0980"
"31.1000","3.1080","319.2154","3.1080"
"31.2000","3.1180","320.3030","3.1180"
"31.3000","3.1279","321.3612","3.1279"
"31.4000","3.1380","322.4612","3.1380"
"31.5000","3.1480","323.5576","3.1480"
"31.6000","3.1580","324.6366","3.1580"
"31.7000","3.1680","325.6656","3.1680"
"31.8000","3.1779","326.6961","3.1779"
"31.9000","3.1879","327.7987","3.1879"
"32.0000","3.1980","328.8595","3.1980"
"32.1000","3.2080","329.9327","3.2080"
"32.2000","3.2180","331.0109","3.2180"
"32.3000","3.2279","332.0463","3.2279"
"32.4000","3.2379","333.1033","3.2379"
"32.5000","3.2480","334.2372","3.2480"
"32.6000","3.2580","335.2557","3.2580"
"32.7000","3.2680","336.3272","3.2680"
"32.8000","3.2780","337.3695","3.2780"
"32.9000","3.2879","338.4281","3.2879"
"33.0000","3.2979","339.4580","3.2979"
"33.1000","3.3080","340.5536","3.3080"
"33.2000","3.3180","341.6080","3.3180"
"33.3000","3.3280","342.6844","3.3280"
"33.4000","3.3379","343.6930","3.3379"
"33.5000","3.3479","344.7804","3.3479"
"33.6000","3.3580","345.8992","3.3580"
"33.7000","3.3680","346.8760","3.3680"
"33.8000","3.3780","347.9664","3.3780"
"33.9000","3.3879","349.0364","3.3879"
"34.0000","3.3979","350.0949","3.3979"
"34.1000","3.4079","351.1812","3.4079"
"34.2000","3.4180","352.2199","3.4180"
"34.3000","3.4280","353.2427","3.4280"
"34.4000","3.4380","354.3013","3.4380"
"34.5000","3.4479","355.3620","3.4479"
"34.6000","3.4579","356.4276","3.4579"
"34.7000","3.4680","357.4873","3.4680"
"34.8000","3.4780","358.5802","3.4780"
"34.9000","3.4880","359.6748","3.4880"
"35.0000","3.4979","360.7272","3.4979"
"35.1000","3.5079","361.8044","3.5079"
"35.2000","3.5180","362.8911","3.5180"
"35.3000","3.5280","363.9649","3.5280"
"35.4000","3.5380","364.9886","3.5380"
"35.5000","3.5480","366.0642","3.5480"
"35.6000","3.5579","367.1108","3.5579"
"35.7000","3.5679","368.1663","3.5679"
"35.8000","3.5780","369.2531","3.5780"
"35.9000","3.5880","370.2959","3.5880"
"36.0000","3.5980","371.3805","3.5980"
"36.1000","3.6079","372.4138","3.6079"
"36.2000","3.6179","373.4554","3.6179"
"36.3000","3.6280","374.5610","3.6280"
"36.4000","3.6380","375.5841","3.6380"
"36.5000","3.6480","376.6482","3.6480"
"36.6000","3.6580","377.7159","3.6580"
"36.7000","3.6679","378.7422","3.6679"
"36.8000","3.6780","379.8335","3.6780"
"36.9000","3.6880","380.9059","3.6880"
"37.0000","3.6980","381.9712","3.6980"
"37.1000","3.7080","383.0289","3.7080"
"37.2000","3.7179","384.0526","3.7179"
"37.3000","3.7279","385.0806","3.7279"
"37.4000","3.7380","386.1545","3.7380"
"37.5000","3.7480","387.2181","3.7480"
"37.6000","3.7580","388.3141","3.7580"
"37.7000","3.7679","389.4056","3.7679"
"37.8000","3.7779","390.5021","3.7779"
"37.9000","3.7880","391.6027","3.7880"
"38.0000","3.7980","392.6898","3.7980"
"38.1000","3.8080","393.7338","3.8080"
"38.2000","3.8180","394.8215","3.8180"
"38.3000","3.8279","395.8972","3.8279"
"38.4000","3.8380","396.9897","3.8380"
"38.5000","3.8480","398.0868","3.8480"
"38.6000","3.8580","399.1645","3.8580"
"38.7000","3.8680","400.2271","3.8680"
"38.8000","3.8779","401.3355","3.8779"
"38.9000","3.8879","402.4427","3.8879"
"39.0000","3.8980","403.5481","3.8980"
"39.1000","3.9080","404.6349","3.9080"
"39.2000","3.9180","405.7114","3.9180"
"39.3000","3.9280","406.7227","3.9280"
"39.4000","3.9379","407.8264","3.9379"
"39.5000","3.9480","408.8959","3.9480"
"39.6000","3.9580","409.9896","3.9580"
"39.7000","3.9680","411.0768","3.9680"
"39.8000","3.9780","412.1612","3.9780"
"39.9000","3.9879","413.2487","3.9879"
"40.0000","3.9979","414.3813","3.9979"
"40.1000","4.0080","415.5043","4.0080"
"40.2000","4.0180","416.5825","4.0180"
"40.3000","4.0280","417.6510","4.0280"
"40.4000","4.0379","418.6850","4.0379"
"40.5000","4.0479","419.7311","4.0479"
"40.6000","4.0580","420.8759","4.0580"
"40.7000","4.0680","421.9215","4.0680"
"40.8000","4.0780","422.9847","4.0780"
"40.9000","4.0880","424.0926","4.0880"
"41.0000","4.0979","425.1315","4.0979"
"41.1000","4.1079","426.2462","4.1079"
"41.2000","4.1180","427.3018","4.1180"
"41.3000","4.1280","428.4037","4.1280"
"41.4000","4.1380","429.4691","4.1380"
"41.5000","4.1479","430.5707","4.1479"
"41.6000","4.1579","431.6703","4.1579"
"41.7000","4.1680","432.7862","4.1680"
"41.8000","4.1780","433.8451","4.1780"
"41.9000","4.1880","434.8850","4.1880"
"42.0000","4.1980","435.9659","4.1980"
"42.1000","4.2079","437.0487","4.2079"
"42.2000","4.2180","438.1747","4.2180"
"42.3000","4.2280","439.2328","4.2280"
"42.4000","4.2380","440.3043","4.2380"
"42.5000","4.2480","441.3819","4.2480"
"42.6000","4.2579","442.4699","4.2579"
"42.7000","4.2679","443.5485","4.2679"
"42.8000","4.2780","444.6870","4.2780"
"42.9000","4.2880","445.7499","4.2880"
"43.0000","4.2980","446.8506","4.2980"
"43.1000","4.3079","447.9374","4.3079"
"43.2000","4.3179","448.9852","4.3179"
"43.3000","4.3280","450.0922","4.3280"
"43.4000","4.3380","451.1515","4.3380"
"43.5000","4.3480","452.1891","4.3480"
"43.6000","4.3580","453.2534","4.3580"
"43.7000","4.3679","454.2964","4.3679"
"43.8000","4.3779","455.3871","4.3779"
"43.9000","4.3880","456.4265","4.3880"
"44.0000","4.3980","457.5159","4.3980"
"44.1000","4.4080","458.5768","4.4080"
"44.2000","4.4179","459.6669","4.4179"
"44.3000","4.4279","460.7769","4.4279"
"44.4000","4.4380","461.8677","4.4380"
"44.5000","4.4480","462.9330","4.4480"
"44.6000","4.4580","464.0167","4.4580"
"44.7000","4.4679","465.0349","4.4679"
"44.8000","4.4779","466.1164","4.4779"
"44.9000","4.4880","467.2275","4.4880"
"45.0000","4.4980","468.2762","4.4980"
"45.1000","4.5080","469.3571","4.5080"
"45.2000","4.5180","470.3884","4.5180"
"45.3000","4.5279","471.4788","4.5279"
"45.4000","4.5379","472.5481","4.5379"
"45.5000","4.5480","473.5638","4.5480"
"45.6000","4.5580","474.6770","4.5580"
"45.7000","4.5680","475.7212","4.5680"
"45.8000","4.5779","476.7860","4.5779"
"45.9000","4.5879","477.8775","4.5879"
"46.0000","4.5980","478.9990","4.5980"
"46.1000","4.6080","480.0665","4.6080"
"46.2000","4.6180","481.0904","4.6180"
"46.3000","4.6280","482.1967","4.6280"
"46.4000","4.6379","483.2418","4.6379"
"46.5000","4.6480","484.3241","4.6480"
"46.6000","4.6580","485.4041","4.6580"
"46.7000","4.6680","486.4883","4.6680"
"46.8000","4.6780","487.5662","4.6780"
"46.9000","4.6879","488.6067","4.6879"
"47.0000","4.6979","489.6649","4.6979"
"47.1000","4.7080","490.7561","4.7080"
"47.2000","4.7180","491.8206","4.7180"
"47.3000","4.7280","492.8873","4.7280"
"47.4000","4.7380","493.9486","4.7380"
"47.5000","4.7479","494.9914","4.7479"
"47.6000","4.7580","496.0850","4.7580"
"47.7000","4.7680","497.1903","4.7680"
"47.8000","4.7780","498.2801","4.7780"
"47.9000","4.7880","499.3484","4.7880"
"48.0000","4.7979","500.4307","4.7979"
"48.1000","4.8079","501.4918","4.8079"
"48.2000","4.8180","502.6144","4.8180"
"48.3000","4.8280","503.6913","4.8280"
"48.4000","4.8380","504.7160","4.8380"
"48.5000","4.8480","505.7790","4.8480"
"48.6000","4.8579","506.8334","4.8579"
"48.7000","4.8680","507.8904","4.8680"
"48.8000","4.8780","508.9856","4.8780"
"48.9000","4.8880","510.0817","4.8880"
"49.0000","4.8980","511.1024","4.8980"
"49.1000","4.9079","512.1792","4.9079"
"49.2000","4.9180","513.2717","4.9180"
"49.3000","4.9280","514.3695","4.9280"
"49.4000","4.9380","515.4327","4.9380"
"49.5000","4.9480","516.4900","4.9480"
"49.6000","4.9580","517.5316","4.9580"
"49.7000","4.9679","518.5303","4.9679"
"49.8000","4.9780","519.5833","4.9780"
"49.9000","4.9880","520.6379","4.9880"
"50.0000","4.9980","521.7357","4.9980"
"50.1000","5.0079","522.7917","5.0079"
"50.2000","5.0179","523.8320","5.0179"
"50.3000","5.0280","524.9281","5.0280"
"50.4000","5.0380","526.0292","5.0380"
"50.5000","5.0480","527.0647","5.0480"
"50.6000","5.0580","528.1264","5.0580"
"50.7000","5.0679","529.2338","5.0679"
"50.8000","5.0780","530.3182","5.0780"
"50.9000","5.0880","531.3646","5.0880"
"51.0000","5.0980","532.3978","5.0980"
"51.1000","5.1080","533.4238","5.1080"
"51.2000","5.1179","534.4520","5.1179"
"51.3000","5.1279","535.5106","5.1279"
"51.4000","5.1380","536.6211","5.1380"
"51.5000","5.1480","537.6705","5.1480"
"51.6000","5.1580","538.7451","5.1580"
"51.7000","5.1680","539.7874","5.1680"
"51.8000","5.1779","540.8096","5.1779"
"51.9000","5.1880","541.8777","5.1880"
"52.0000","5.1980","542.9001","5.1980"
"52.1000","5.2080","543.9716","5.2080"
"52.2000","5.2180","545.0336","5.2180"
"52.3000","5.2279","546.0890","5.2279"
"52.4000","5.2379","547.1536","5.2379"
"52.5000","5.2480","548.2367","5.2480"
"52.6000","5.2580","549.3048","5.2580"
"52.7000","5.2680","550.3452","5.2680"
"52.8000","5.2779","551.3795","5.2779"
"52.9000","5.2879","552.4214","5.2879"
"53.0000","5.2980","553.4830","5.2980"
"53.1000","5.3080","554.5683","5.3080"
"53.2000","5.3180","555.6006","5.3180"
"53.3000","5.3280","556.6458","5.3280"
"53.4000","5.3379","557.6827","5.3379"
"53.5000","5.3479","558.7239","5.3479"
"53.6000","5.3580","559.8061","5.3580"
"53.7000","5.3680","560.8178","5.3680"
"53.8000","5.3780","561.8944","5.3780"
"53.9000","5.3879","562.9274","5.3879"
"54.0000","5.3979","564.0067","5.3979"
"54.1000","5.4080","565.0837","5.4080"
"54.2000","5.4180","566.1266","5.4180"
"54.3000","5.4280","567.2132","5.4280"
"54.4000","5.4380","568.2696","5.4380"
"54.5000","5.4479","569.3617","5.4479"
"54.6000","5.4580","570.4053","5.4580"
"54.7000","5.4680","571.4992","5.4680"
"54.8000","5.4780","572.5148","5.4780"
"54.9000","5.4880","573.5392","5.4880"
"55.0000","5.4979","574.5892","5.4979"
"55.1000","5.5079","575.6289","5.5079"
"55.2000","5.5180","576.7026","5.5180"
"55.3000","5.5280","577.7581","5.5280"
"55.4000","5.5380","578.8422","5.5380"
"55.5000","5.5479","579.8901","5.5479"
"55.6000","5.5579","580.9410","5.5579"
"55.7000","5.5680","582.0533","5.5680"
"55.8000","5.5780","583.1184","5.5780"
"55.9000","5.5880","584.1526","5.5880"
"56.0000","5.5980","585.2130","5.5980"
"56.1000","5.6079","586.2383","5.6079"
"56.2000","5.6179","587.2844","5.6179"
"56.3000","5.6280","588.3447","5.6280"
"56.4000","5.6380","589.4038","5.6380"
"56.5000","5.6480","590.4767","5.6480"
"56.6000","5.6579","591.5529","5.6579"
"56.7000","5.6679","592.6074","5.6679"
"56.8000","5.6780","593.7004","5.6780"
"56.9000","5.6880","594.7195","5.6880"
"57.0000","5.6980","595.7362","5.6980"
"57.1000","5.7080","596.7927","5.7080"
"57.2000","5.7179","597.8167","5.7179"
"57.3000","5.7280","598.9132","5.7280"
"57.4000","5.7380","599.9682","5.7380"
"57.5000","5.7480","601.0335","5.7480"
"57.6000","5.7580","602.0477","5.7580"
"57.7000","5.7679","603.1396","5.7679"
"57.8000","5.7779","604.1201","5.7779"
"57.9000","5.7880","605.2203","5.7880"
"58.0000","5.7980","606.2562","5.7980"
"58.1000","5.8080","607.2919","5.8080"
"58.2000","5.8180","608.3339","5.8180"
"58.3000","5.8279","609.3613","5.8279"
"58.4000","5.8380","610.4067","5.8380"
"58.5000","5.8480","611.4530","5.8480"
"58.6000","5.8580","612.4805","5.8580"
"58.7000","5.8680","613.5128","5.8680"
"58.8000","5.8779","614.5319","5.8779"
"58.9000","5.8879","615.6091","5.8879"
"59.0000","5.8980","616.6555","5.8980"
"59.1000","5.9080","617.6961","5.9080"
"59.2000","5.9180","618.7542","5.9180"
"59.3000","5.9279","619.7839","5.9279"
"59.4000","5.9379","620.8732","5.9379"
"59.5000","5.9480","621.8973","5.9480"
"59.6000","5.9580","622.9415","5.9580"
"59.7000","5.9680","623.9774","5.9680"
"59.8000","5.9780","625.0122","5.9780"
"59.9000","5.9879","626.0443","5.9879"
"60.0000","5.9979","627.0967","5.9979"
"60.1000","6.0080","628.1525","6.0080"
"60.2000","6.0180","629.2228","6.0180"
"60.3000","6.0280","630.2469","6.0280"
"60.4000","6.0379","631.2871","6.0379"
"60.5000","6.0479","632.3484","6.0479"
"60.6000","6.0580","633.4067","6.0580"
"60.7000","6.0680","634.4337","6.0680"
"60.8000","6.0780","635.4986","6.0780"
"60.9000","6.0879","636.5219","6.0879"
"61.0000","6.0979","637.5693","6.0979"
"61.1000","6.1080","638.5955","6.1080"
"61.2000","6.1180","639.6461","6.1180"
"61.3000","6.1280","640.7070","6.1280"
"61.4000","6.1380","641.7625","6.1380"
"61.5000","6.1479","642.7906","6.1479"
"61.6000","6.1579","643.8465","6.1579"
"61.7000","6.1680","644.8826","6.1680"
"61.8000","6.1780","645.9176","6.1780"
"61.9000","6.1880","646.9312","6.1880"
"62.0000","6.1979","647.9621","6.1979"
"62.1000","6.2079","648.9994","6.2079"
"62.2000","6.2180","650.0923","6.2180"
"62.3000","6.2280","651.1627","6.2280"
"62.4000","6.2380","652.1616","6.2380"
"62.5000","6.2480","653.1410","6.2480"
"62.6000","6.2579","654.1857","6.2579"
"62.7000","6.2679","655.2847","6.2679"
"62.8000","6.2780","656.3122","6.2780"
"62.9000","6.2880","657.3280","6.2880"
"63.0000","6.2980","658.3752","6.2980"
"63.1000","6.3079","659.4146","6.3079"
"63.2000","6.3179","660.4164","6.3179"
